"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,74.1,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,81.8,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,73.3,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,77.4,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,73.1,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.3,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,61.1,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,73.6,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,67.6,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,74.4,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,62.4,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,69.9,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,58.8,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78.8,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.4,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,84.5,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,76.3,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68.3,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,32.2,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,79.7,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,71.6,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,76.5,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,66.3,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72.6,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,53.3,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,71.5,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,53.3,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,77.6,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,53.4,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,74.6,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,48.6,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,78.6,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,71.9,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,79.9,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,80.6,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,51.1,,
"IDN","Indonesia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,51.1,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,71.4,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,66.4,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,73.9,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,70.7,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,73.5,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,72.5,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,75.9,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,66.1,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,74.8,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,68.6,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,48,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,37,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,76.3,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,61.4,,
