"COUNTRY","Country","AGE","Age","INTENSITY","Intensity","SEX","Gender","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator name","YEAR","Year","Value","Flag Codes","Flags"
"LUX","Luxembourg","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",0.482,,
"MEX","Mexico","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.643,,
"MEX","Mexico","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",10.555,,
"MEX","Mexico","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",10.935,,
"MEX","Mexico","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",11.654,,
"MEX","Mexico","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",8.748,,
"MEX","Mexico","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",9.394,,
"MEX","Mexico","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",9.569,,
"MEX","Mexico","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",10.176,,
"NLD","Netherlands","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",16.255,,
"NLD","Netherlands","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",15.688,,
"NLD","Netherlands","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",15.944,,
"NLD","Netherlands","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",16.439,,
"NLD","Netherlands","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",12.891,,
"NLD","Netherlands","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",12.587,,
"NLD","Netherlands","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",12.757,,
"NLD","Netherlands","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",13.21,,
"NOR","Norway","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",5.1,,
"NOR","Norway","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",5.481,,
"NOR","Norway","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",5.348,,
"NOR","Norway","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",5.186,,
"NOR","Norway","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",2.544,,
"NOR","Norway","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",2.979,,
"NOR","Norway","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",3.139,,
"NOR","Norway","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",3.037,,
"PRT","Portugal","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",14.479,,
"PRT","Portugal","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",15.534,,
"PRT","Portugal","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",16.356,,
"PRT","Portugal","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",17.484,,
"PRT","Portugal","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.456,,
"PRT","Portugal","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",10.624,,
"PRT","Portugal","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",11.28,,
"PRT","Portugal","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",12.382,,
"SVK","Slovak Republic","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",6.818,,
"SVK","Slovak Republic","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",6.249,,
"SVK","Slovak Republic","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",6.324,,
"SVK","Slovak Republic","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",5.703,,
"SVK","Slovak Republic","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",4.384,,
"SVK","Slovak Republic","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",4.18,,
"SVK","Slovak Republic","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",4.112,,
"SVK","Slovak Republic","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",3.708,,
"ESP","Spain","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",18.782,,
"ESP","Spain","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",19.208,,
"ESP","Spain","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",19.691,,
"ESP","Spain","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",20.146,,
"ESP","Spain","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",13.938,,
"ESP","Spain","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",14.143,,
"ESP","Spain","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",14.758,,
"ESP","Spain","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",15.056,,
"SWE","Sweden","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",4.243,,
"SWE","Sweden","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",3.909,,
"SWE","Sweden","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",3.683,,
"SWE","Sweden","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",3.485,,
"SWE","Sweden","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",3.347,,
"SWE","Sweden","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",2.981,,
"SWE","Sweden","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",2.879,,
"SWE","Sweden","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",2.668,,
"CHE","Switzerland","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",3.971,,
"CHE","Switzerland","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",3.799,,
"CHE","Switzerland","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",4.012,,
"CHE","Switzerland","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",4.196,,
"CHE","Switzerland","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",2.711,,
"CHE","Switzerland","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",2.558,,
"CHE","Switzerland","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",2.611,,
"CHE","Switzerland","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",2.708,,
"TUR","Turkey","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",12.427,,
"TUR","Turkey","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",12.782,,
"TUR","Turkey","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",13.806,,
"TUR","Turkey","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",12.552,,
"TUR","Turkey","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",9.895,,
"TUR","Turkey","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",10.444,,
"TUR","Turkey","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",11.191,,
"TUR","Turkey","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",9.546,,
"GBR","United Kingdom","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",14.102,,
"GBR","United Kingdom","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",18.321,,
"GBR","United Kingdom","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",19.169,,
"GBR","United Kingdom","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",19.597,,
"GBR","United Kingdom","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",10.907,,
"GBR","United Kingdom","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",14.083,,
"GBR","United Kingdom","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",14.553,,
"GBR","United Kingdom","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",14.926,,
"USA","United States","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",20.733,,
"USA","United States","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",20.253,,
"USA","United States","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",21.564,,
"USA","United States","Y15T19","15-19 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",21.482,,
"USA","United States","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",16.314,,
"USA","United States","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",16.1,,
"USA","United States","Y15T19","15-19 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",15.977,,
